id,review,class
12579,It needed to happen.,feature request
12581,I  m not sure how I managed in life without Pinterest (or this app for that matter) but it  s my #1 go to if I need a little inspiration.,information giving
12601,I wish after it crashes you could go back instead of starting over!,problem discovery
12604,You look further and it was/wasn  t what you expected.,information giving
12604,You have to arrow back using your browser and it takes you ALL The Way Back to the Beginning of scrolling.,information giving
12608,I  ve learned how to do so many things through Pinterest pins and enjoying pinning items of my own.,information giving
12608,I totally recommend this app.,information giving
12614,I have had no problems with it crashing my phone.,problem discovery
12617,"This is such a fun way to kill time..waiting for appointments, when I can  t sleep or just feeling lazy bones.",information giving
12655,"I love this app I get recipes, how to  s, ideas and tons of diy ideas.",information giving
12661,The app used to have major freezing problems.,problem discovery
12663,You can create a board of your own to refer back to also.,information giving
12668,"\nIt still needs improvements at the functionality level, such as allowing a bigger number of secret boards, more flexibility in the search of pins, pinners, and boards, and more flexibility in the display on one  s pins and boards and boards that are followed.",feature request
12669,I recommend it often.,information giving
12682,I spend hours just looking and getting great ideas!,information giving
12685,";) I think it could be better by being able to private message someone , though you could block the person from messaging if needed.",feature request
12685,"Also I think it could be better if a pin could be deleted from your group board (like for example if it was inappropriate and you didn  t want it on your board), and also if you didn  t need to follow a person back for them to be added to a group board.",feature request
12692,"Please fix this, I love Pinterest way too much not to use it!",problem discovery
